"","id","CL","TR","1","2","3","4","5","6","7"
"313","RYYYDG",2,3,NA,NA,1,0,0,1,0
"314","RYYYDP",3,3,NA,NA,1,1,0,0,1
"315","RYYYDR",3,3,NA,NA,1,1,0,0,0
"316","RYYYDY",2,3,NA,NA,1,1,0,0,0
"317","RYYYGB",2,2,NA,NA,1,0,0,0,0
"318","RYYYGD",1,2,NA,NA,1,0,0,0,0
"319","RYYYGP",2,2,NA,NA,1,0,0,1,0
"320","RYYYGR",3,2,NA,NA,1,0,0,1,0
"321","RYYYPR",2,3,NA,NA,1,0,0,1,1
"322","RYYYRB",1,2,NA,NA,1,0,1,1,1
"323","RYYYRD",2,2,NA,NA,1,0,0,0,0
"324","RYYYRP",1,2,NA,NA,1,0,0,0,0
"325","RYYYRY",2,2,NA,NA,1,0,1,0,0
"326","RYYYYB",1,3,NA,NA,1,1,0,1,1
"327","RYYYYP",3,3,NA,NA,1,1,0,0,0
